Player,Team,Jersey,Nation,Main_Position,Positions,Age,Minutes,Goals,Assists,Penalty_Shoot_on_Goal,Penalty_Shoot,Total_Shoot,Shoot_on_Target,Yellow_Cards,Red_Cards,Touches,Dribbles,Tackles,Blocks,Expected_Goals_xG,Non_Penalty_xG_npxG,Expected_Assists_xAG,Shot_Creating_Actions,Goal_Creating_Actions,Passes_Completed,Passes_Attempted,Pass_Completion,Progressive_Passes,Carries,Progressive_Carries,Dribble_Attempts,Successful_Dribbles
William Saliba,Arsenal,2,FRA,CB,CB,23,90,0,0,0,0,0,0,0,0,74,2,0,1,0,0,0.5,2,0,62,68,91,2,51,2,0,0
Ben White,Arsenal,4,ENG,RB,RB,27,90,0,0,0,0,1,0,1,0,56,1,2,2,0,0,0.2,2,0,37,46,80,4,20,0,0,0
David Raya,Arsenal,22,ESP,GK,GK,29,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,33,37,89,0,29,0,0,0
Jamie Vardy,Leicester City,9,ENG,FW,FW,37,78,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,1,0,6,7,85,1,4,0,0,0
Patson Daka,Leicester City,20,ZAM,FW,FW,26,12,0,0,0,0,1,0,0,0,3,0,0,0,0.1,0.1,0,0,0,1,2,50,0,3,0,0,0
Wilfred Ndidi,Leicester City,6,NGA,FW,FW,27,70,0,0,0,0,1,0,1,0,21,1,0,0,0.2,0.2,0,0,0,13,17,76,1,12,0,1,1
Jordan Ayew,Leicester City,18,GHA,FW,FW,33,20,1,0,1,1,0,0,0,0,13,0,1,0,0.8,0,0,0,0,5,6,83,0,8,0,3,0
Bilal El Khannouss,Leicester City,11,MAR,LM,LM,20,78,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,22,33,66,2,25,3,6,3
Bobby Reid,Leicester City,14,JAM,RM,RM,31,12,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,1,4,6,66,0,5,1,0,0
Harry Winks,Leicester City,8,ENG,CM,CM,28,10,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,2,50,0,4,0,0,0
Oliver Skipp,Leicester City,22,ENG,CM,CM,24,80,0,0,0,0,0,0,1,0,36,1,0,1,0,0,0,1,0,24,33,72,3,26,2,0,0
Boubakary Soumaré,Leicester City,24,FRA,CM,CM,25,90,0,0,0,0,0,0,1,0,62,2,0,1,0,0,0,1,0,45,49,91,2,41,0,4,0
Kasey McAteer,Leicester City,35,IRL,RM,RM,23,70,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,9,12,75,1,14,2,2,1
Stephy Mavididi,Leicester City,10,ENG,LM,"LM,RM",26,20,0,0,0,0,0,0,0,0,13,1,0,2,0,0,0,2,1,7,7,100,3,9,2,2,1
Victor Bernth Kristiansen,Leicester City,16,DEN,LB,LB,21,90,0,0,0,0,0,0,0,0,50,5,0,1,0,0,0.3,2,0,31,44,70,2,16,0,0,0
Caleb Okoli,Leicester City,5,ITA,CB,CB,23,90,0,0,0,0,0,0,0,0,66,1,1,3,0,0,0,0,0,40,55,72,1,35,0,0,0
Wout Faes,Leicester City,3,BEL,CB,CB,26,90,0,0,0,0,0,0,1,0,49,1,2,0,0,0,0,0,0,24,35,68,1,24,0,0,0
James Justin,Leicester City,2,ENG,RB,RB,26,90,0,0,0,0,0,0,0,0,60,3,3,6,0,0,0,0,0,33,42,78,1,28,2,1,0
Mads Hermansen,Leicester City,30,DEN,GK,GK,24,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,21,36,58,0,27,0,0,0
Nicolas Jackson,Chelsea,15,SEN,FW,FW,23,89,1,0,0,0,3,3,0,0,26,2,1,0,0.4,0.4,0.4,4,2,7,9,77,0,13,2,2,1
Kiernan Dewsbury-Hall,Chelsea,22,ENG,AM,AM,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
João Félix,Chelsea,14,POR,LW,LW,25,80,0,0,0,0,3,0,0,0,60,3,0,1,0.1,0.1,0.1,3,0,37,44,84,3,41,3,9,4
Christopher Nkunku,Chelsea,18,FRA,LW,LW,27,10,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0,0,0,6,6,100,1,5,0,1,0
Noni Madueke,Chelsea,11,ENG,RW,RW,22,84,0,0,0,0,3,2,0,0,40,1,0,0,0.5,0.5,0.1,3,0,23,30,76,6,29,7,6,2
Jadon Sancho,Chelsea,19,ENG,RW,RW,24,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,66,0,3,0,1,1
Cole Palmer,Chelsea,20,ENG,AM,"AM,FW",22,90,0,0,0,0,2,0,0,0,58,0,0,1,0.9,0.9,0.1,4,0,33,48,68,12,31,2,2,0
Enzo Fernández,Chelsea,8,ARG,DM,DM,23,90,1,1,0,0,3,1,0,0,81,5,1,3,0.9,0.9,0.3,8,1,50,62,80,6,40,0,2,0
Moisés Caicedo,Chelsea,25,ECU,DM,DM,23,80,0,0,0,0,1,0,1,0,82,3,1,0,0.1,0.1,0,3,0,67,71,94,5,50,1,2,1
Roméo Lavia,Chelsea,45,BEL,DM,DM,20,10,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,5,6,83,0,2,0,0,0
Marc Cucurella,Chelsea,3,ESP,LB,LB,26,90,0,0,0,0,0,0,0,0,73,3,2,1,0,0,0.2,1,0,53,65,81,2,40,1,1,0
Benoît Badiashile,Chelsea,5,FRA,CB,CB,23,90,0,0,0,0,0,0,0,0,110,0,4,1,0,0,0,0,0,92,103,89,9,66,2,1,0
Levi Colwill,Chelsea,6,ENG,CB,CB,21,90,0,0,0,0,0,0,0,0,94,0,0,1,0,0,0,0,0,84,93,90,7,64,0,0,0
Wesley Fofana,Chelsea,29,FRA,RB,RB,23,90,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,66,74,89,6,46,5,2,1
Robert Sánchez,Chelsea,1,ESP,GK,GK,27,90,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,20,31,64,0,21,0,0,0
Gabriel Jesus,Arsenal,9,BRA,FW,FW,27,90,0,0,0,0,1,0,1,0,34,1,0,0,0.1,0.1,0.1,3,0,22,26,84,4,18,0,1,0
Leandro Trossard,Arsenal,19,BEL,LW,LW,29,90,0,0,0,0,3,2,0,0,54,1,0,1,0.2,0.2,0.1,4,0,26,40,65,7,30,5,6,2
Bukayo Saka,Arsenal,7,ENG,RW,RW,23,82,1,1,0,0,6,2,1,0,61,0,0,1,0.3,0.3,0.3,10,2,38,46,82,7,40,12,6,2
Raheem Sterling,Arsenal,30,ENG,RW,RW,29,8,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0.1,1,1,4,5,80,0,5,0,0,0
Mikel Merino,Arsenal,23,ESP,LM,LM,28,90,0,0,0,0,1,0,0,0,48,3,2,2,0,0,0,0,0,29,36,80,2,28,0,0,0
Jorginho,Arsenal,20,ITA,CM,CM,32,45,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0.1,1,0,29,33,87,4,22,0,0,0
Thomas Partey,Arsenal,5,GHA,CM,CM,31,45,1,0,0,0,2,1,0,0,43,4,1,0,0.1,0.1,0,0,0,33,34,97,4,25,1,0,0
Martin Ødegaard,Arsenal,8,NOR,RM,RM,25,81,0,1,0,0,2,0,0,0,78,0,0,1,0.3,0.3,0.2,10,2,61,70,87,14,59,4,4,3
Ethan Nwaneri,Arsenal,53,ENG,RM,RM,17,9,1,0,0,0,2,1,0,0,15,0,0,0,0.1,0.1,0.1,3,1,12,12,100,2,11,1,1,1
Riccardo Calafiori,Arsenal,33,ITA,LB,LB,22,66,0,0,0,0,0,0,0,0,39,2,1,0,0,0,0,0,0,30,33,90,1,16,2,0,0
Oleksandr Zinchenko,Arsenal,17,UKR,LB,LB,27,24,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,14,78,1,10,0,0,0
Gabriel Magalhães,Arsenal,6,BRA,CB,CB,26,90,0,0,0,0,1,0,0,0,93,1,0,0,0.1,0.1,0,1,0,84,87,96,6,55,1,0,0
William Saliba,Arsenal,2,FRA,CB,"CB,RB",23,90,0,0,0,0,0,0,0,0,105,2,0,1,0,0,0,1,0,96,98,98,7,67,0,0,0
Jurriën Timber,Arsenal,12,NED,RB,RB,23,87,0,0,0,0,1,0,0,0,64,0,0,0,0,0,0.1,3,0,52,58,89,5,33,1,1,0
Jakub Kiwior,Arsenal,15,POL,CB,CB,24,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,100,0,2,0,0,0
David Raya,Arsenal,22,ESP,GK,GK,29,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,30,36,83,0,27,0,0,0
Taiwo Awoniyi,Nottingham Forest,9,NGA,FW,FW,27,62,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,6,9,66,0,7,0,1,0
Chris Wood,Nottingham Forest,11,NZL,FW,FW,32,28,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,8,62,0,4,1,0,0
Callum Hudson-Odoi,Nottingham Forest,14,ENG,LW,LW,24,90,0,0,0,0,1,0,0,0,30,2,0,0,0,0,0,1,0,20,25,80,3,19,6,2,2
Anthony Elanga,Nottingham Forest,21,SWE,RW,RW,22,45,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,7,10,70,0,7,1,1,0
Jota Silva,Nottingham Forest,20,POR,AM,"AM,RW",25,45,0,0,0,0,1,0,0,0,16,0,1,0,0.1,0.1,0,1,0,5,8,62,1,12,0,3,0
Ryan Yates,Nottingham Forest,22,ENG,AM,"AM,DM",27,90,0,0,0,0,2,0,1,0,39,1,2,1,0.1,0.1,0,1,0,25,31,80,4,12,0,1,0
Nicolás Domínguez,Nottingham Forest,16,ARG,DM,DM,26,62,0,0,0,0,1,0,0,0,39,2,3,1,0,0,0,0,0,23,28,82,0,13,0,2,1
Ramón Sosa,Nottingham Forest,24,PAR,RW,RW,25,28,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.1,2,0,4,6,66,0,7,0,1,1
James Ward-Prowse,Nottingham Forest,18,ENG,DM,DM,30,90,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0.1,3,0,28,33,84,4,13,0,0,0
Álex Moreno,Nottingham Forest,19,ESP,LB,LB,31,72,0,0,0,0,0,0,0,0,25,4,1,1,0,0,0,0,0,13,18,72,1,7,1,1,0
Neco Williams,Nottingham Forest,7,WAL,LB,LB,23,18,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,5,6,83,4,3,2,1,0
Murillo,Nottingham Forest,5,BRA,CB,CB,22,90,0,0,0,0,1,0,0,0,58,1,0,5,0,0,0,2,0,38,45,84,3,27,0,0,0
Nikola Milenković,Nottingham Forest,31,SRB,CB,CB,27,90,0,0,0,0,1,0,0,0,39,1,1,2,0,0,0,0,0,29,32,90,1,20,0,0,0
Ola Aina,Nottingham Forest,34,NGA,RB,RB,28,90,0,0,0,0,0,0,1,0,49,2,2,0,0,0,0,1,0,29,41,70,3,22,2,1,0
Matz Sels,Nottingham Forest,26,BEL,GK,GK,32,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,16,27,59,0,9,0,0,0
Evanilson,Bournemouth,9,BRA,FW,FW,25,90,0,0,0,0,5,2,0,0,16,1,0,0,0.5,0.5,0,1,0,7,8,87,0,11,2,0,0
Antoine Semenyo,Bournemouth,24,GHA,LW,"LW,RW",24,90,0,0,0,0,5,1,1,0,57,1,0,1,0.3,0.3,0.2,3,0,32,41,78,3,40,3,5,2
Marcus Tavernier,Bournemouth,16,ENG,RW,"RW,DM",25,90,0,0,0,0,1,0,0,0,65,2,0,1,0,0,0.1,5,1,42,53,79,6,45,1,3,2
Justin Kluivert,Bournemouth,19,NED,AM,AM,25,74,0,0,0,0,3,1,0,0,27,0,0,0,0.2,0.2,0.2,3,0,14,21,66,2,17,0,2,0
David Brooks,Bournemouth,7,WAL,RW,"RW,AM",27,16,1,0,0,0,2,1,0,0,27,0,1,0,0.1,0.1,0.3,4,0,17,23,73,2,20,4,0,0
Lewis Cook,Bournemouth,4,ENG,DM,DM,27,90,0,0,0,0,0,0,1,0,54,1,1,0,0,0,0.2,5,0,38,49,77,7,34,0,0,0
Tyler Adams,Bournemouth,12,USA,DM,DM,25,64,0,0,0,0,0,0,0,0,47,5,2,0,0,0,0,1,0,36,39,92,4,35,0,1,0
Dango Ouattara,Bournemouth,11,BFA,LB,"LB,LW",22,26,0,0,0,0,0,0,0,0,23,2,1,0,0,0,0.2,1,0,11,15,73,1,9,1,1,0
Milos Kerkez,Bournemouth,3,HUN,LB,LB,21,80,0,0,0,0,0,0,0,0,49,3,1,2,0,0,0.3,2,0,35,41,85,6,35,6,0,0
Enes Ünal,Bournemouth,26,TUR,AM,AM,27,10,0,1,0,0,1,0,0,0,8,0,0,0,0.2,0.2,0.1,1,1,3,5,60,0,7,0,2,0
Marcos Senesi,Bournemouth,5,ARG,CB,CB,27,64,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,1,0,39,52,75,3,44,1,1,0
Dean Huijsen,Bournemouth,2,ESP,CB,CB,19,26,0,0,0,0,2,0,0,0,43,1,1,0,0.2,0.2,0,1,0,31,37,83,5,30,1,0,0
Illia Zabarnyi,Bournemouth,27,UKR,CB,CB,22,90,0,0,0,0,0,0,0,0,83,0,2,0,0,0,0,4,0,67,77,87,10,73,3,2,1
Adam Smith,Bournemouth,15,ENG,RB,RB,33,74,0,0,0,0,0,0,0,0,33,2,1,1,0,0,0,0,0,23,27,85,3,18,0,1,0
Max Aarons,Bournemouth,37,ENG,RB,RB,24,16,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,17,20,85,4,17,1,0,0
Kepa Arrizabalaga,Bournemouth,13,ESP,GK,GK,30,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,30,34,88,0,24,0,0,0
Danny Welbeck,Brighton & Hove Albion,18,ENG,FW,FW,33,85,0,0,0,0,0,0,0,0,39,2,1,0,0,0,0.1,4,1,24,28,85,2,30,1,0,0
Evan Ferguson,Brighton & Hove Albion,28,IRL,FW,FW,20,5,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,2,3,66,0,2,0,0,0
Kaoru Mitoma,Brighton & Hove Albion,22,JPN,LW,LW,27,90,1,0,0,0,1,1,0,0,39,0,0,0,0.4,0.4,0,0,0,24,30,80,3,30,1,2,0
Georginio Rutter,Brighton & Hove Albion,14,FRA,RW,RW,22,63,0,0,0,0,2,1,1,0,25,0,1,0,0.2,0.2,0,2,1,7,18,38,0,17,1,2,0
Simon Adingra,Brighton & Hove Albion,11,CIV,RW,RW,22,27,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,6,8,75,1,10,3,2,1
João Pedro,Brighton & Hove Albion,9,BRA,AM,AM,23,63,1,1,0,0,1,1,0,0,38,1,0,0,0.3,0.3,0.6,2,1,22,31,71,3,29,2,1,1
Mats Wieffer,Brighton & Hove Albion,27,NED,DM,DM,25,27,0,0,0,0,0,0,0,0,17,2,1,0,0,0,0,1,0,9,13,69,0,6,0,0,0
Yasin Ayari,Brighton & Hove Albion,26,SWE,DM,DM,21,75,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,2,0,42,45,93,1,41,1,3,2
Matt O'Riley,Brighton & Hove Albion,33,DEN,DM,DM,24,15,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,6,7,85,1,4,0,0,0
Carlos Baleba,Brighton & Hove Albion,20,CMR,DM,DM,20,58,0,0,0,0,0,0,2,1,45,1,1,1,0,0,0,0,0,37,39,94,5,33,2,1,0
Pervis Estupiñán,Brighton & Hove Albion,30,ECU,LB,LB,26,90,0,0,0,0,0,0,0,0,70,2,1,0,0,0,0,0,0,50,58,86,2,39,2,3,2
Igor,Brighton & Hove Albion,3,BRA,CB,CB,26,90,0,0,0,0,0,0,0,0,65,1,0,2,0,0,0,0,0,46,54,85,2,42,0,0,0
Jan Paul van Hecke,Brighton & Hove Albion,29,NED,CB,CB,24,90,0,0,0,0,1,1,1,0,46,1,0,2,0,0,0,0,0,29,37,78,4,21,2,0,0
Joël Veltman,Brighton & Hove Albion,34,NED,RB,RB,32,90,0,0,0,0,0,0,0,0,39,3,1,1,0,0,0,0,0,16,23,69,1,12,1,2,1
Bart Verbruggen,Brighton & Hove Albion,1,NED,GK,GK,22,90,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,38,52,73,0,32,0,1,1
Ollie Watkins,Aston Villa,11,ENG,FW,FW,28,90,1,0,0,0,5,2,0,0,26,0,0,1,1.3,1.3,0,3,1,9,12,75,0,15,3,3,1
John McGinn,Aston Villa,7,SCO,LW,LW,30,68,0,1,0,0,3,0,0,0,37,1,0,0,0.4,0.4,1.1,4,1,25,30,83,7,23,0,2,0
Jhon Durán,Aston Villa,9,COL,LW,LW,20,22,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0.1,1,0,3,3,100,1,2,1,0,0
Leon Bailey,Aston Villa,31,JAM,RW,RW,27,81,0,0,0,0,1,0,0,0,45,0,0,3,0.1,0.1,0.2,3,0,22,32,68,1,30,5,3,0
Jaden Philogene Bidace,Aston Villa,19,ENG,RW,RW,22,9,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,4,25,0,4,1,1,0
Morgan Rogers,Aston Villa,27,ENG,AM,AM,22,81,0,0,0,0,1,0,0,0,46,2,0,0,0.2,0.2,0.1,3,0,20,31,64,4,26,2,5,2
Emi Buendía,Aston Villa,10,ARG,AM,AM,27,9,0,0,0,0,0,0,1,0,12,0,0,2,0,0,0,1,0,5,8,62,1,4,0,0,0
Youri Tielemans,Aston Villa,8,BEL,DM,DM,27,90,0,1,0,1,0,0,0,0,98,1,0,0,0.8,0,0.3,3,1,81,94,86,10,53,2,0,0
Ross Barkley,Aston Villa,6,ENG,DM,DM,30,90,1,0,0,0,2,1,0,0,68,1,1,1,0.2,0.2,0,1,1,49,62,79,6,38,2,3,3
Ian Maatsen,Aston Villa,22,NED,LB,LB,22,68,0,0,0,0,2,1,1,0,57,0,1,1,0.1,0.1,0.1,4,0,44,51,86,3,30,1,1,1
Lucas Digne,Aston Villa,12,FRA,LB,LB,31,22,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,16,22,72,0,15,0,1,1
Pau Torres,Aston Villa,14,ESP,CB,CB,27,90,0,0,0,0,0,0,0,0,96,2,0,0,0,0,0,0,0,85,93,91,10,61,2,1,1
Diego Carlos,Aston Villa,3,BRA,CB,CB,31,90,0,0,0,0,1,0,1,0,102,0,1,1,0.1,0.1,0,0,0,85,94,90,13,72,2,1,1
Lamare Bogarde,Aston Villa,26,NED,RB,RB,20,45,0,0,0,0,0,0,0,0,41,0,0,1,0,0,0,1,0,34,39,87,2,23,4,1,1
Matty Cash,Aston Villa,2,POL,RB,RB,27,45,0,0,0,0,0,0,0,0,50,1,1,0,0,0,0,1,0,40,46,87,2,33,1,2,1
Emiliano Martínez,Aston Villa,23,ARG,GK,GK,32,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,35,37,94,0,24,0,0,0
Jean-Philippe Mateta,Crystal Palace,14,FRA,FW,FW,27,90,0,1,0,0,2,1,0,0,31,1,0,1,0.1,0.1,0.5,3,1,13,20,65,3,19,4,2,2
Justin Devenny,Crystal Palace,55,NIR,AM,AM,21,73,1,0,0,0,2,1,0,0,20,1,0,1,0.3,0.3,0,0,0,10,14,71,1,8,1,0,0
Jeffrey Schlupp,Crystal Palace,15,GHA,AM,AM,31,17,0,0,0,0,1,1,0,0,8,0,0,2,0,0,0,1,0,1,3,33,0,2,1,0,0
Ismaila Sarr,Crystal Palace,7,SEN,AM,AM,26,89,1,1,0,0,4,3,0,0,34,1,0,1,0.7,0.7,0.2,4,1,11,19,57,1,21,6,3,1
Nathaniel Clyne,Crystal Palace,17,ENG,WB,WB,33,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,25,0,2,1,0,0
Cheick Doucouré,Crystal Palace,28,MLI,CM,CM,24,63,0,0,0,0,0,0,0,0,32,0,3,2,0,0,0,1,1,18,22,81,1,14,0,1,0
Jefferson Lerma,Crystal Palace,8,COL,CM,CM,30,27,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,8,9,88,0,6,0,0,0
Will Hughes,Crystal Palace,19,ENG,CM,CM,29,89,0,0,0,0,0,0,0,0,40,6,0,0,0,0,0.1,4,0,20,31,64,3,12,1,0,0
Chris Richards,Crystal Palace,26,USA,CM,CM,24,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,3,5,60,0,0,0,0,0
Tyrick Mitchell,Crystal Palace,3,ENG,WB,WB,25,90,0,0,0,0,1,0,1,0,44,2,1,3,0,0,0.1,2,0,20,33,60,3,21,1,1,0
Daniel Muñoz,Crystal Palace,12,COL,WB,"WB,AM",28,90,0,0,0,0,1,0,0,0,47,3,1,2,0,0,0.1,3,0,16,29,55,2,9,1,1,0
Marc Guéhi,Crystal Palace,6,ENG,CB,CB,24,90,0,0,0,0,0,0,0,0,40,3,0,1,0,0,0,2,1,27,31,87,3,17,0,0,0
Maxence Lacroix,Crystal Palace,5,FRA,CB,CB,24,90,0,0,0,0,1,0,0,0,41,5,3,1,0.1,0.1,0,0,0,16,23,69,2,11,0,0,0
Trevoh Chalobah,Crystal Palace,27,ENG,CB,CB,25,90,0,0,0,0,0,0,1,0,36,1,2,3,0,0,0,0,0,16,24,66,1,11,0,0,0
Dean Henderson,Crystal Palace,1,ENG,GK,GK,27,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,13,26,50,0,13,0,0,0
Dominic Calvert-Lewin,Everton,9,ENG,FW,FW,27,90,0,0,0,0,5,2,0,0,21,0,0,0,0.2,0.2,0,1,0,6,10,60,0,14,4,1,0
Iliman Ndiaye,Everton,10,SEN,LW,"LW,RW",24,90,0,0,0,0,3,0,0,0,53,0,0,2,0.1,0.1,0.2,8,0,34,40,85,3,26,4,5,4
Jesper Lindstrøm,Everton,29,DEN,RW,RW,24,71,0,0,0,0,2,0,0,0,38,2,0,0,0.1,0.1,0.1,3,0,19,27,70,3,19,5,1,0
Beto,Everton,14,GNB,AM,AM,26,19,0,0,0,0,4,1,0,0,10,0,0,0,0.4,0.4,0,0,0,3,4,75,0,5,0,1,1
Dwight McNeil,Everton,7,ENG,AM,"AM,LW",25,90,0,0,0,0,5,1,0,0,76,0,0,0,0.2,0.2,0.1,9,0,51,62,82,7,49,6,5,2
Idrissa Gana Gueye,Everton,27,SEN,DM,DM,35,90,0,0,0,0,4,1,0,0,89,5,0,1,0.1,0.1,0.2,7,0,64,75,85,13,43,4,1,1
Abdoulaye Doucouré,Everton,16,MLI,DM,DM,31,71,0,0,0,0,0,0,0,0,38,1,0,1,0,0,0,3,0,28,34,82,2,26,0,0,0
Orel Mangala,Everton,8,BEL,DM,DM,26,19,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,17,19,89,2,13,0,0,0
Vitaliy Mykolenko,Everton,19,UKR,LB,LB,25,90,0,0,0,0,3,0,0,0,69,2,1,0,0.2,0.2,0,3,0,42,55,76,5,30,2,1,1
Jarrad Branthwaite,Everton,32,ENG,CB,CB,22,90,0,0,0,0,1,0,0,0,64,1,1,0,0,0,0,3,0,48,54,88,3,28,1,0,0
James Tarkowski,Everton,6,ENG,CB,CB,32,90,0,0,0,0,0,0,0,0,65,0,0,3,0,0,0.1,7,0,50,55,90,8,23,0,1,1
Ashley Young,Everton,18,ENG,RB,RB,39,90,0,0,0,0,0,0,0,0,72,1,1,0,0,0,0.3,6,0,54,67,80,12,35,5,0,0
Jordan Pickford,Everton,1,ENG,GK,GK,30,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,24,31,77,0,18,0,0,0
Yoane Wissa,Brentford,11,COD,FW,FW,28,71,0,0,0,0,2,1,0,0,18,0,0,0,0.8,0.8,0,1,0,11,15,73,1,12,0,0,0
Thiago,Brentford,9,BRA,FW,FW,23,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,5,80,1,7,0,0,0
Mikkel Damsgaard,Brentford,24,DEN,LW,LW,24,71,0,0,0,0,1,0,0,0,37,3,1,2,0.1,0.1,0.4,1,0,17,25,68,3,26,2,4,2
Kevin Schade,Brentford,7,GER,LW,LW,22,19,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,2,50,0,1,0,0,0
Bryan Mbeumo,Brentford,19,CMR,RW,RW,25,90,0,0,0,0,0,0,0,0,40,4,0,1,0,0,0.1,3,0,14,22,63,0,21,2,4,1
Vitaly Janelt,Brentford,27,GER,LM,LM,26,85,0,0,0,0,0,0,0,0,47,2,0,3,0,0,0,1,0,30,37,81,2,30,1,0,0
Yehor Yarmoliuk,Brentford,18,UKR,LM,LM,20,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,50,0,3,0,0,0
Christian Nørgaard,Brentford,6,DEN,CM,CM,30,40,0,0,0,0,0,0,0,1,29,1,0,1,0,0,0,1,0,24,27,88,1,16,0,0,0
Mathias Jensen,Brentford,8,DEN,RM,RM,28,90,0,0,0,0,2,0,0,0,46,2,0,2,0.1,0.1,0,4,0,21,35,60,3,28,1,0,0
Keane Lewis-Potter,Brentford,23,ENG,LB,LB,23,90,0,0,0,0,2,1,0,0,37,2,1,0,0,0,0,3,0,21,25,84,2,22,2,4,2
Ethan Pinnock,Brentford,5,JAM,CB,CB,31,90,0,0,0,0,1,0,0,0,47,0,1,3,0,0,0.4,1,0,28,33,84,0,25,0,0,0
Nathan Collins,Brentford,22,IRL,CB,CB,23,90,0,0,0,0,0,0,0,0,69,1,0,3,0,0,0,1,0,46,54,85,1,40,0,0,0
Sepp van den Berg,Brentford,4,NED,RB,RB,22,90,0,0,0,0,1,0,0,0,45,1,0,2,0.1,0.1,0,1,0,29,34,85,2,24,0,0,0
Mark Flekken,Brentford,1,NED,GK,GK,31,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,34,51,66,0,30,0,0,0
Raúl Jiménez,Fulham,7,MEX,FW,FW,33,70,0,0,0,0,2,0,0,0,24,2,0,0,0.7,0.7,0,4,1,11,18,61,1,11,1,1,1
Rodrigo Muniz,Fulham,9,BRA,FW,FW,23,20,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0.1,2,0,4,4,100,0,3,0,1,0
Reiss Nelson,Fulham,19,ENG,LW,LW,24,70,0,0,0,0,0,0,0,0,51,2,3,1,0,0,0,2,0,31,36,86,9,38,3,2,0
Adama Traoré,Fulham,11,ESP,RW,RW,28,20,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,6,10,60,2,11,2,1,0
Alex Iwobi,Fulham,17,NGA,RW,"RW,LW",28,90,1,0,0,0,3,2,0,0,50,1,0,1,0.2,0.2,0,2,0,31,40,77,2,37,3,2,0
Emile Smith Rowe,Fulham,32,ENG,AM,AM,24,58,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,25,27,92,6,18,0,1,1
Harry Wilson,Fulham,8,WAL,AM,AM,27,32,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,12,16,75,1,11,0,0,0
Saša Lukić,Fulham,20,SRB,DM,DM,28,90,0,0,0,0,0,0,0,0,66,7,2,0,0,0,0,2,0,53,57,93,4,38,4,0,0
Andreas Pereira,Fulham,18,BRA,DM,DM,28,58,0,0,0,0,1,0,1,0,51,1,1,0,0,0,0.1,2,0,29,47,61,2,18,2,1,1
